r b swpd free buff cache si so bi bo in cs us sy id wa st CEST
2 0 0 35 4 383 0 0 168 7656 14720 29299 22 9 61 8 0 2022-04-17T13:39:00
0 4 0 32 4 385 0 0 7292 5812 15272 31062 23 11 52 15 0 2022-04-17T13:39:01
10 0 0 33 5 383 0 0 4816 4352 15530 31168 20 14 54 12 0 2022-04-17T13:39:02
1 2 0 34 5 382 0 0 4528 8344 15267 30433 24 12 52 12 0 2022-04-17T13:39:03
1 0 0 36 5 380 0 0 5376 4376 14839 29379 17 9 62 12 0 2022-04-17T13:39:04
6 0 0 45 5 370 0 0 4360 5876 14907 29694 20 6 66 8 0 2022-04-17T13:39:05
3 0 0 33 5 383 0 0 8196 5484 15454 31196 21 9 52 17 0 2022-04-17T13:39:06
1 0 0 32 5 381 0 0 5236 4492 15465 30458 27 10 52 10 0 2022-04-17T13:39:07
2 0 0 31 5 382 0 0 3520 6520 15388 30626 23 11 55 11 0 2022-04-17T13:39:08
7 0 0 37 5 380 0 0 932 4724 15973 31344 54 16 26 3 0 2022-04-17T13:39:09
6 1 0 28 6 380 0 0 5276 2736 15828 31853 47 21 27 5 0 2022-04-17T13:39:10
1 1 0 37 6 368 0 0 11756 4828 16376 32507 34 19 27 20 0 2022-04-17T13:39:11
2 0 0 31 6 377 0 0 1680 6268 15607 31194 27 16 48 9 0 2022-04-17T13:39:12
1 0 0 38 6 372 0 0 204 7624 16044 31323 19 21 46 15 0 2022-04-17T13:39:13
1 0 0 32 6 378 0 0 220 5140 15172 29549 7 43 44 6 0 2022-04-17T13:39:14
11 0 0 26 6 383 0 0 340 4236 14893 28555 6 36 43 15 0 2022-04-17T13:39:15
3 0 0 32 6 377 0 0 696 4876 14932 29087 11 29 52 8 0 2022-04-17T13:39:16
0 1 0 34 6 374 0 0 4560 6456 14937 29472 15 21 54 10 0 2022-04-17T13:39:17
1 0 0 29 6 379 0 0 4184 6316 15612 30390 17 21 49 13 0 2022-04-17T13:39:18
0 1 0 31 6 377 0 0 4996 7524 14670 29443 17 14 59 10 0 2022-04-17T13:39:19
1 0 0 75 6 333 0 0 4140 4828 14997 29708 15 10 64 10 0 2022-04-17T13:39:20
1 0 0 66 6 343 0 0 4872 6380 14536 29049 17 9 65 9 0 2022-04-17T13:39:21
3 0 0 65 6 347 0 0 2576 4456 15365 30613 29 12 49 10 0 2022-04-17T13:39:22
5 0 0 61 6 352 0 0 1264 3188 15774 32720 57 21 19 3 0 2022-04-17T13:39:23
1 2 0 53 6 359 0 0 548 5972 15260 29700 26 6 56 11 0 2022-04-17T13:39:24
1 0 0 60 6 354 0 0 600 5036 15361 29666 24 8 57 11 0 2022-04-17T13:39:25
1 1 0 49 6 365 0 0 4748 6976 15020 29873 24 10 59 7 0 2022-04-17T13:39:26
0 1 0 38 6 376 0 0 4860 4900 15007 29456 17 15 53 15 0 2022-04-17T13:39:27
2 1 0 27 6 387 0 0 5164 5072 15586 30687 15 32 46 7 0 2022-04-17T13:39:28
1 0 0 34 5 379 0 0 4860 5480 14972 29918 6 38 48 8 0 2022-04-17T13:39:29
0 2 0 33 4 380 0 0 4824 6416 15304 29886 14 22 55 9 0 2022-04-17T13:39:30
5 0 0 67 4 347 0 0 4748 4988 15147 29510 14 14 62 10 0 2022-04-17T13:39:31
1 0 0 57 4 356 0 0 4360 7136 14844 29849 18 12 59 11 0 2022-04-17T13:39:32
2 1 0 47 4 367 0 0 4740 4292 15038 29822 20 9 60 11 0 2022-04-17T13:39:33
0 1 0 35 4 377 0 0 3908 6412 14584 29819 19 8 62 11 0 2022-04-17T13:39:34
1 0 0 34 4 379 0 0 4796 4340 15460 29425 17 8 62 13 0 2022-04-17T13:39:35
4 3 0 32 4 379 0 0 3520 6336 15023 30002 28 10 54 9 0 2022-04-17T13:39:36
2 3 0 35 4 376 0 0 924 2872 15449 31422 55 14 26 6 0 2022-04-17T13:39:37
4 0 0 34 4 376 0 0 344 5808 14534 30189 31 8 53 8 0 2022-04-17T13:39:38
2 0 0 36 4 374 0 0 1996 5648 15157 30394 28 9 56 7 0 2022-04-17T13:39:39
4 0 0 33 4 377 0 0 4200 6480 14591 29632 19 9 62 9 0 2022-04-17T13:39:40
2 0 0 29 4 380 0 0 4048 6944 14888 29762 23 12 54 11 0 2022-04-17T13:39:41
0 1 0 31 4 378 0 0 4272 6568 14818 29322 18 5 66 11 0 2022-04-17T13:39:42
2 0 0 28 5 381 0 0 4428 4280 14119 28932 14 6 66 14 0 2022-04-17T13:39:43
0 1 0 32 5 377 0 0 5604 4304 15216 31194 23 9 55 13 0 2022-04-17T13:39:44
8 0 0 31 5 377 0 0 3936 6460 14989 29947 22 7 60 11 0 2022-04-17T13:39:45
4 0 0 33 5 374 0 0 2320 5032 15201 31427 40 12 40 8 0 2022-04-17T13:39:46
9 0 0 41 5 370 0 0 664 2688 15383 31859 50 14 34 2 0 2022-04-17T13:39:47
1 0 0 34 5 376 0 0 640 4772 14863 30247 40 12 42 6 0 2022-04-17T13:39:48
2 1 0 34 5 376 0 0 7132 6032 16120 33010 26 18 41 15 0 2022-04-17T13:39:49
1 1 0 42 4 367 0 0 9904 4836 15678 31482 19 11 53 17 0 2022-04-17T13:39:50
3 1 0 30 4 379 0 0 4840 5964 15315 30554 24 9 58 9 0 2022-04-17T13:39:51
0 1 0 27 4 381 0 0 4756 7144 15380 30916 22 9 50 19 0 2022-04-17T13:39:52
0 2 0 29 4 376 0 0 3768 4248 15080 30106 19 8 55 18 0 2022-04-17T13:39:53
1 0 0 29 4 377 0 0 5600 2852 15000 31279 20 11 56 13 0 2022-04-17T13:39:54
1 0 0 28 4 378 0 0 5364 5996 15292 30669 19 7 62 12 0 2022-04-17T13:39:55
1 0 0 28 4 377 0 0 5676 5804 16005 31518 22 8 58 11 0 2022-04-17T13:39:56
1 0 0 38 4 368 0 0 9852 4292 16395 32020 29 14 41 17 0 2022-04-17T13:39:57
3 0 0 68 4 337 0 0 4448 7524 15226 30283 16 5 61 18 0 2022-04-17T13:39:58
2 2 0 56 4 349 0 0 5780 4356 15037 29573 16 5 70 9 0 2022-04-17T13:39:59
9 0 0 49 4 357 0 0 4468 6168 14811 30801 22 8 56 14 0 2022-04-17T13:40:00
2 0 0 46 4 362 0 0 1576 2700 15811 32090 52 16 28 3 0 2022-04-17T13:40:01
8 0 0 39 4 368 0 0 668 4800 15085 30327 43 12 38 6 0 2022-04-17T13:40:02
8 0 0 29 4 375 0 0 272 7152 14953 30542 24 7 61 8 0 2022-04-17T13:40:03
8 0 0 42 4 374 0 0 4468 5816 14282 29587 19 10 63 8 0 2022-04-17T13:40:04
1 1 0 31 4 386 0 0 6172 5280 15577 30760 20 10 58 12 0 2022-04-17T13:40:05
0 1 0 32 4 384 0 0 6288 5164 15000 29256 16 15 57 11 0 2022-04-17T13:40:06
0 1 0 28 4 389 0 0 4864 5804 15013 29952 8 36 50 7 0 2022-04-17T13:40:07
1 1 0 30 4 385 0 0 4504 7540 14838 29794 6 28 54 11 0 2022-04-17T13:40:08
2 0 0 26 4 389 0 0 4672 5556 14453 29734 12 21 58 9 0 2022-04-17T13:40:09
1 0 0 45 4 369 0 0 5408 4392 15245 30057 13 18 61 8 0 2022-04-17T13:40:10
0 1 0 35 4 380 0 0 4624 6420 14631 29150 12 11 66 10 0 2022-04-17T13:40:11
2 1 0 39 4 376 0 0 5556 4552 15052 29945 11 9 52 28 0 2022-04-17T13:40:12
1 1 0 31 4 371 0 0 2580 2760 15194 30986 47 26 22 5 0 2022-04-17T13:40:13
4 1 0 32 4 371 0 0 11572 2592 15793 32590 45 29 20 7 0 2022-04-17T13:40:14
7 3 0 36 4 370 0 0 4120 2104 15279 31828 55 25 17 3 0 2022-04-17T13:40:15
2 0 0 37 4 366 0 0 2444 4956 15330 29473 23 10 59 7 0 2022-04-17T13:40:16
3 0 0 39 4 364 0 0 3176 6568 15059 29972 29 11 43 17 0 2022-04-17T13:40:17
3 0 0 25 4 375 0 0 4444 6508 15252 30246 30 10 46 14 0 2022-04-17T13:40:18
1 0 0 29 4 371 0 0 1112 6320 15093 29978 29 13 50 8 0 2022-04-17T13:40:19
0 1 0 35 4 366 0 0 248 7228 14856 29783 16 24 53 7 0 2022-04-17T13:40:20
1 0 0 33 4 367 0 0 240 6856 15139 29151 14 21 56 9 0 2022-04-17T13:40:21
0 1 0 26 4 375 0 0 100 7072 14776 28176 14 15 60 10 0 2022-04-17T13:40:22
1 0 0 34 4 369 0 0 300 7872 14890 29561 15 12 61 12 0 2022-04-17T13:40:23
2 1 0 48 4 354 0 0 4332 4704 14289 29556 19 15 58 8 0 2022-04-17T13:40:24
0 1 0 37 4 365 0 0 5116 6412 14170 29276 15 7 67 11 0 2022-04-17T13:40:25
0 1 0 30 4 371 0 0 6136 4372 14789 29015 14 10 68 8 0 2022-04-17T13:40:26
1 2 0 32 4 368 0 0 4752 6536 14681 29085 13 8 68 11 0 2022-04-17T13:40:27
1 0 0 33 4 368 0 0 5736 4280 15321 28882 19 8 64 9 0 2022-04-17T13:40:28
5 0 0 36 4 360 0 0 2412 4520 15175 29375 24 14 54 7 0 2022-04-17T13:40:29
9 2 0 33 4 365 0 0 1096 4788 15019 32577 53 19 24 4 0 2022-04-17T13:40:30
3 2 0 28 4 369 0 0 1464 2680 15401 31866 55 16 27 2 0 2022-04-17T13:40:31
1 0 0 32 4 363 0 0 240 4876 14676 30182 22 6 58 14 0 2022-04-17T13:40:32
12 0 0 41 4 355 0 0 1256 4676 14658 29821 30 12 52 6 0 2022-04-17T13:40:33
7 0 0 37 4 364 0 0 2928 5988 15119 31051 52 19 22 7 0 2022-04-17T13:40:34
2 0 0 31 4 367 0 0 2548 4868 15114 31691 56 21 18 5 0 2022-04-17T13:40:35
3 2 0 31 4 364 0 0 2820 6892 15482 31289 54 20 20 6 0 2022-04-17T13:40:36
1 0 0 29 4 365 0 0 4436 4604 14809 30126 39 11 39 11 0 2022-04-17T13:40:37
1 1 0 36 3 359 0 0 4740 6412 14815 28945 16 9 64 12 0 2022-04-17T13:40:38
2 1 0 35 3 359 0 0 4852 6408 14949 29599 19 9 64 8 0 2022-04-17T13:40:39
2 0 0 32 3 363 0 0 4388 4416 15248 30724 29 12 49 10 0 2022-04-17T13:40:40
0 1 0 27 3 369 0 0 1448 6512 15075 30645 23 7 59 11 0 2022-04-17T13:40:41
3 0 0 33 3 362 0 0 488 5776 14946 30651 20 7 50 23 0 2022-04-17T13:40:42
7 2 0 33 3 363 0 0 3716 6048 15483 32883 54 17 22 7 0 2022-04-17T13:40:43
8 0 0 33 3 365 0 0 4736 2796 15789 31537 55 20 17 8 0 2022-04-17T13:40:44
5 1 0 36 3 364 0 0 2948 7916 14995 31311 54 17 18 10 0 2022-04-17T13:40:45
0 1 0 38 3 360 0 0 2300 5504 15080 30696 41 14 37 8 0 2022-04-17T13:40:46
3 0 0 38 3 360 0 0 5000 6648 15456 30662 22 12 53 12 0 2022-04-17T13:40:47
2 1 0 32 3 365 0 0 5792 4308 14981 29666 29 8 53 10 0 2022-04-17T13:40:48
4 1 0 24 3 372 0 0 4700 6384 14320 29126 20 7 63 9 0 2022-04-17T13:40:49
2 0 0 32 3 365 0 0 168 8004 15208 30188 21 10 59 11 0 2022-04-17T13:40:50
10 0 0 45 3 351 0 0 2072 5692 15027 30689 29 9 53 8 0 2022-04-17T13:40:51
7 0 0 38 3 362 0 0 4476 4852 15536 31184 53 20 22 5 0 2022-04-17T13:40:52
5 0 0 28 3 369 0 0 2996 5776 15893 31145 48 17 24 11 0 2022-04-17T13:40:53
3 0 0 27 3 371 0 0 3212 4272 15013 30001 52 14 28 6 0 2022-04-17T13:40:54
1 0 0 31 3 372 0 0 692 8880 15269 29699 33 15 42 9 0 2022-04-17T13:40:55
6 6 0 34 3 370 0 0 2180 6108 15770 31006 33 8 50 9 0 2022-04-17T13:40:56
1 0 0 45 3 359 0 0 6112 4412 15456 30515 28 9 52 12 0 2022-04-17T13:40:57
7 0 0 35 3 369 0 0 4512 7044 15657 30980 22 10 51 16 0 2022-04-17T13:40:58
2 0 0 38 3 364 0 0 3772 4456 14937 29764 14 17 55 14 0 2022-04-17T13:40:59
5 0 0 42 3 362 0 0 228 6072 15418 30523 7 43 45 5 0 2022-04-17T13:41:00
3 0 0 42 3 360 0 0 1072 5924 14932 29675 8 34 52 6 0 2022-04-17T13:41:01
1 3 0 33 4 369 0 0 3528 6392 15325 31026 15 27 45 13 0 2022-04-17T13:41:02
1 1 0 33 4 368 0 0 5316 4692 14468 30417 19 12 59 10 0 2022-04-17T13:41:03
1 1 0 35 4 366 0 0 4508 6444 14770 30360 18 13 60 9 0 2022-04-17T13:41:04
1 0 0 35 3 364 0 0 4748 5880 14965 30131 21 8 62 9 0 2022-04-17T13:41:05
2 0 0 37 3 362 0 0 5108 5040 15307 29496 19 8 64 9 0 2022-04-17T13:41:06
1 3 0 29 4 373 0 0 4592 7224 15385 30813 21 10 55 14 0 2022-04-17T13:41:07
0 2 0 47 4 353 0 0 4188 5064 14641 30021 18 7 63 11 0 2022-04-17T13:41:08
2 0 0 37 4 362 0 0 4032 4312 15143 28504 18 7 65 11 0 2022-04-17T13:41:09
1 0 0 28 4 371 0 0 3888 4284 14518 28955 17 7 65 11 0 2022-04-17T13:41:10
9 0 0 33 4 362 0 0 1724 5004 15414 31006 45 14 36 6 0 2022-04-17T13:41:11
1 1 0 33 4 367 0 0 732 4756 15564 30877 47 16 34 3 0 2022-04-17T13:41:12
2 0 0 31 4 368 0 0 232 5088 14787 29962 20 18 55 7 0 2022-04-17T13:41:13
1 0 0 34 4 365 0 0 3812 6016 14830 30663 18 16 57 9 0 2022-04-17T13:41:14
2 1 0 35 4 363 0 0 4344 6436 15944 31927 31 19 44 7 0 2022-04-17T13:41:15
0 1 0 36 4 362 0 0 5848 6900 15704 30969 24 14 45 16 0 2022-04-17T13:41:16
0 1 0 35 4 361 0 0 5976 4440 14616 30080 21 10 59 10 0 2022-04-17T13:41:17
0 1 0 37 4 359 0 0 4788 6620 14590 29552 18 8 59 15 0 2022-04-17T13:41:18
1 0 0 31 4 368 0 0 4476 4356 14769 29830 21 10 61 9 0 2022-04-17T13:41:19
1 2 0 33 4 364 0 0 2956 6028 14515 29559 29 10 54 7 0 2022-04-17T13:41:20
5 0 0 30 4 368 0 0 996 2708 15296 32445 55 15 27 4 0 2022-04-17T13:41:21
7 0 0 32 4 364 0 0 1068 3236 14836 32178 45 16 36 3 0 2022-04-17T13:41:22
1 0 0 32 4 365 0 0 124 5976 14962 30053 22 12 57 9 0 2022-04-17T13:41:23
0 2 0 31 4 366 0 0 3704 7496 14958 30444 22 9 58 11 0 2022-04-17T13:41:24
0 1 0 33 4 364 0 0 5952 5364 15017 30803 23 11 54 11 0 2022-04-17T13:41:25
1 1 0 29 4 366 0 0 4248 7340 14777 30366 20 11 55 13 0 2022-04-17T13:41:26
7 0 0 44 4 353 0 0 4764 4588 14972 29630 17 9 63 10 0 2022-04-17T13:41:27
1 0 0 33 4 363 0 0 4460 4316 14500 29570 20 10 60 10 0 2022-04-17T13:41:28
3 2 0 34 4 360 0 0 4700 6396 14638 29211 17 7 65 11 0 2022-04-17T13:41:29
1 0 0 36 4 357 0 0 4852 4356 15334 29609 23 7 59 11 0 2022-04-17T13:41:30
5 0 0 44 4 349 0 0 2472 5968 15000 31058 35 10 47 9 0 2022-04-17T13:41:31
1 0 0 41 4 353 0 0 1124 3240 15262 32321 51 14 31 4 0 2022-04-17T13:41:32
5 2 0 38 4 362 0 0 6000 2620 15868 34229 53 20 21 7 0 2022-04-17T13:41:33
8 0 0 28 4 370 0 0 1980 5188 15723 31311 42 12 36 10 0 2022-04-17T13:41:34
5 0 0 45 4 353 0 0 1444 5676 15088 30017 35 11 46 8 0 2022-04-17T13:41:35
4 0 0 28 4 362 0 0 3328 4908 15428 31770 58 14 19 9 0 2022-04-17T13:41:36
10 0 0 32 4 363 0 0 3260 6936 15167 32163 55 21 19 5 0 2022-04-17T13:41:37
3 3 0 29 4 360 0 0 1684 7036 15127 30999 57 19 19 5 0 2022-04-17T13:41:38
7 0 0 31 4 358 0 0 824 4252 15306 30191 43 15 26 16 0 2022-04-17T13:41:39
2 0 0 31 4 359 0 0 392 6736 15062 30945 29 11 54 6 0 2022-04-17T13:41:40
7 0 0 34 4 354 0 0 3020 5512 15545 29866 26 11 57 7 0 2022-04-17T13:41:41
8 0 0 48 4 339 0 0 4544 6892 15459 31275 27 13 48 12 0 2022-04-17T13:41:42
8 0 0 38 4 352 0 0 6596 4444 15866 31826 28 10 48 13 0 2022-04-17T13:41:43
1 1 0 27 4 362 0 0 4628 6468 15289 29736 24 9 55 13 0 2022-04-17T13:41:44
0 1 0 27 4 361 0 0 5132 4288 14544 29197 19 8 63 11 0 2022-04-17T13:41:45
0 1 0 30 4 358 0 0 4444 6400 15039 29544 26 8 55 10 0 2022-04-17T13:41:46
2 1 0 34 4 354 0 0 2056 6664 15075 30550 25 7 54 13 0 2022-04-17T13:41:47
2 0 0 29 4 360 0 0 268 7048 15562 32015 26 9 44 21 0 2022-04-17T13:41:48
1 0 0 41 4 350 0 0 2672 5252 15099 28992 20 9 62 9 0 2022-04-17T13:41:49
1 0 0 32 4 360 0 0 4296 5760 14976 30030 19 11 60 10 0 2022-04-17T13:41:50
1 0 0 48 4 344 0 0 4360 6056 15588 29590 19 10 61 10 0 2022-04-17T13:41:51
5 0 0 39 4 353 0 0 4028 6984 15096 31569 22 8 57 13 0 2022-04-17T13:41:52
12 0 0 30 4 361 0 0 6716 5296 15009 31104 24 9 57 10 0 2022-04-17T13:41:54
5 0 0 32 4 361 0 0 3968 5512 15096 31226 27 9 55 9 0 2022-04-17T13:41:55
6 0 0 33 4 365 0 0 1192 2788 15122 30966 49 19 29 3 0 2022-04-17T13:41:56
1 0 0 32 4 363 0 0 696 4776 15067 30796 46 13 36 5 0 2022-04-17T13:41:57
2 0 0 31 4 364 0 0 220 5360 15108 29575 26 7 60 8 0 2022-04-17T13:41:58
3 0 0 32 4 360 0 0 3128 6372 15328 30063 20 10 63 8 0 2022-04-17T13:41:59
1 0 0 32 4 363 0 0 3728 4996 15132 31030 31 9 50 11 0 2022-04-17T13:42:00
5 0 0 33 4 361 0 0 4776 6880 15271 30266 23 10 54 13 0 2022-04-17T13:42:01
0 1 0 29 4 367 0 0 5040 7336 15229 30993 25 7 58 10 0 2022-04-17T13:42:02
1 0 0 53 4 343 0 0 3132 3804 14878 29979 18 11 62 8 0 2022-04-17T13:42:03
6 2 0 46 4 348 0 0 2764 6468 15245 31036 35 10 48 7 0 2022-04-17T13:42:04
7 1 0 37 4 353 0 0 2336 2652 16060 33986 47 18 30 5 0 2022-04-17T13:42:05
7 0 0 31 4 357 0 0 1148 2696 15765 32758 50 18 27 5 0 2022-04-17T13:42:06
6 0 0 36 4 353 0 0 868 4440 15596 32402 39 22 34 4 0 2022-04-17T13:42:07
0 1 0 30 4 359 0 0 680 5936 15487 31130 25 11 51 14 0 2022-04-17T13:42:08
1 0 0 34 4 355 0 0 196 7632 15022 30359 24 10 56 10 0 2022-04-17T13:42:09
2 0 0 44 4 349 0 0 836 6448 15238 30137 35 11 48 7 0 2022-04-17T13:42:10
6 0 0 35 4 359 0 0 3672 4180 14859 30375 22 16 56 7 0 2022-04-17T13:42:11
5 0 0 26 4 370 0 0 4360 6360 14678 30548 18 15 58 9 0 2022-04-17T13:42:12
3 0 0 29 4 366 0 0 4216 6920 15441 30840 6 34 45 14 0 2022-04-17T13:42:13
1 2 0 46 4 350 0 0 4460 6376 15263 30242 12 26 54 9 0 2022-04-17T13:42:14
1 0 0 35 4 360 0 0 4772 4320 15410 30781 26 9 58 8 0 2022-04-17T13:42:15
4 0 0 34 4 359 0 0 2916 5160 15109 31572 26 12 54 8 0 2022-04-17T13:42:16
9 1 0 33 4 362 0 0 988 4688 15174 31823 50 16 29 4 0 2022-04-17T13:42:17
0 1 0 32 4 363 0 0 520 5672 15079 30678 32 12 49 8 0 2022-04-17T13:42:18
2 0 0 37 4 355 0 0 1756 4828 14867 31211 27 11 55 6 0 2022-04-17T13:42:19
6 0 0 43 4 364 0 0 3916 7024 15986 31815 29 15 44 12 0 2022-04-17T13:42:20
1 0 0 33 4 375 0 0 3964 6868 14690 30236 22 10 59 9 0 2022-04-17T13:42:21
1 0 0 34 4 372 0 0 4932 4688 15056 29580 19 8 64 9 0 2022-04-17T13:42:22
0 1 0 31 4 374 0 0 4920 6380 14778 29306 19 9 62 9 0 2022-04-17T13:42:23
0 1 0 29 4 375 0 0 5108 4324 15092 30139 19 8 64 9 0 2022-04-17T13:42:24
3 0 0 27 4 378 0 0 4768 6928 14809 30604 19 8 57 16 0 2022-04-17T13:42:25
3 0 0 30 4 372 0 0 4056 4320 14339 29944 17 11 60 13 0 2022-04-17T13:42:26
2 0 0 32 4 369 0 0 6292 6428 14881 30573 12 11 62 15 0 2022-04-17T13:42:27
1 0 0 28 4 369 0 0 4876 4292 14699 29201 20 7 65 8 0 2022-04-17T13:42:28
2 0 0 81 4 337 0 0 2580 4036 15182 29400 28 10 56 6 0 2022-04-17T13:42:29
2 0 0 64 4 340 0 0 752 2704 14953 32409 45 18 35 2 0 2022-04-17T13:42:30
1 0 0 50 4 346 0 0 936 6440 14897 30623 30 13 49 8 0 2022-04-17T13:42:31
1 0 0 40 4 353 0 0 148 7040 14884 29813 19 9 63 9 0 2022-04-17T13:42:32
3 0 0 40 4 350 0 0 156 5852 14368 29246 19 12 61 8 0 2022-04-17T13:42:33
1 0 0 50 4 358 0 0 92 6308 14588 29336 17 18 56 8 0 2022-04-17T13:42:34
0 1 0 41 4 365 0 0 484 7728 14929 30282 19 19 54 7 0 2022-04-17T13:42:35
1 0 0 35 4 372 0 0 188 6876 14877 29575 21 8 56 14 0 2022-04-17T13:42:36
2 0 0 32 4 374 0 0 2800 6740 14567 29511 15 9 66 10 0 2022-04-17T13:42:37
1 1 0 30 4 375 0 0 4208 6252 14392 29907 18 8 65 8 0 2022-04-17T13:42:38
2 0 0 56 4 350 0 0 4496 4528 15031 29770 13 9 68 10 0 2022-04-17T13:42:39
3 0 0 44 4 361 0 0 5912 4272 15044 29173 16 9 66 10 0 2022-04-17T13:42:40
1 0 0 34 4 371 0 0 4432 6420 15154 29878 16 17 59 8 0 2022-04-17T13:42:41
0 1 0 32 4 370 0 0 5256 6404 14304 28745 12 23 59 7 0 2022-04-17T13:42:42
2 0 0 34 4 366 0 0 4796 4312 14746 29703 7 32 52 8 0 2022-04-17T13:42:43
0 1 0 26 4 371 0 0 5068 6392 14585 29081 12 13 65 9 0 2022-04-17T13:42:44
5 0 0 33 4 363 0 0 3136 4992 15230 28723 15 5 55 25 0 2022-04-17T13:42:45
3 0 0 74 4 330 0 0 1436 2540 15049 31135 41 11 44 4 0 2022-04-17T13:42:46
4 0 0 64 4 335 0 0 2528 2876 15568 33731 52 15 28 5 0 2022-04-17T13:42:47
2 0 0 70 4 340 0 0 312 5864 15084 29646 34 12 48 6 0 2022-04-17T13:42:48
1 1 0 61 4 349 0 0 88 8300 15476 29108 19 7 66 8 0 2022-04-17T13:42:49
3 0 0 63 4 347 0 0 4624 4460 14846 28245 21 6 63 10 0 2022-04-17T13:42:50
2 2 0 51 4 359 0 0 5284 5864 15223 30653 45 12 33 10 0 2022-04-17T13:42:51
2 0 0 39 4 369 0 0 5092 4360 14008 28718 40 8 44 8 0 2022-04-17T13:42:52
5 1 0 45 4 363 0 0 4808 4868 15347 30551 35 11 43 11 0 2022-04-17T13:42:53
4 0 0 32 4 374 0 0 5880 6464 15060 30202 29 8 49 14 0 2022-04-17T13:42:54
1 1 0 28 4 376 0 0 4256 4288 15150 29034 15 7 66 12 0 2022-04-17T13:42:55
1 0 0 31 4 371 0 0 5396 4280 15205 30323 18 8 64 10 0 2022-04-17T13:42:56
1 1 0 32 4 366 0 0 3852 9256 14317 29669 17 9 60 13 0 2022-04-17T13:42:57
5 1 0 50 4 350 0 0 980 2100 14995 30573 43 15 41 1 0 2022-04-17T13:42:58
3 0 0 40 4 354 0 0 1060 752 15422 30869 43 16 38 3 0 2022-04-17T13:42:59
5 0 0 55 4 350 0 0 664 2684 14995 29875 42 15 41 2 0 2022-04-17T13:43:00
7 0 0 48 4 356 0 0 360 6572 15099 30584 28 11 54 6 0 2022-04-17T13:43:01
4 0 0 49 4 354 0 0 464 5536 15115 30104 22 8 63 6 0 2022-04-17T13:43:02
2 0 0 39 4 361 0 0 80 7476 14651 28908 18 6 67 8 0 2022-04-17T13:43:03
4 0 0 28 4 371 0 0 3368 6448 14580 29298 17 7 67 9 0 2022-04-17T13:43:04
1 0 0 29 4 367 0 0 5048 5684 14689 28860 17 5 68 10 0 2022-04-17T13:43:05
1 0 0 27 4 367 0 0 4504 5520 14398 29355 18 5 68 9 0 2022-04-17T13:43:06
1 0 0 58 4 334 0 0 4628 4264 14839 30921 19 11 64 7 0 2022-04-17T13:43:07
1 0 0 48 4 344 0 0 3608 6520 15264 29469 18 8 64 9 0 2022-04-17T13:43:08
1 0 0 34 4 354 0 0 4620 7028 15653 29532 17 9 60 14 0 2022-04-17T13:43:09
6 0 0 39 4 354 0 0 1080 2300 14936 32281 39 14 43 5 0 2022-04-17T13:43:10
2 0 0 29 4 357 0 0 736 2680 15190 31583 39 22 37 2 0 2022-04-17T13:43:11
2 0 0 40 4 352 0 0 536 2636 15188 29996 26 33 38 3 0 2022-04-17T13:43:12
0 1 0 32 4 358 0 0 444 6892 15192 29430 12 39 44 5 0 2022-04-17T13:43:13
0 1 0 34 4 356 0 0 92 6768 14907 29296 7 36 51 6 0 2022-04-17T13:43:14
0 2 0 33 4 356 0 0 552 6240 15396 30766 15 17 58 10 0 2022-04-17T13:43:15
2 1 0 25 4 363 0 0 180 6164 14686 29723 19 6 62 13 0 2022-04-17T13:43:16
1 0 0 28 4 357 0 0 3988 4920 15210 30759 19 10 60 11 0 2022-04-17T13:43:17
0 1 0 33 4 349 0 0 5096 6352 15011 29437 18 10 64 9 0 2022-04-17T13:43:18
4 0 0 32 4 345 0 0 4900 5820 15037 30031 20 11 54 15 0 2022-04-17T13:43:19
2 0 0 32 4 348 0 0 4140 6732 15037 29351 19 8 62 10 0 2022-04-17T13:43:20
4 2 0 43 4 338 0 0 4128 6184 14763 28873 16 12 62 10 0 2022-04-17T13:43:21
6 0 0 42 4 337 0 0 948 2768 15304 31115 42 23 30 5 0 2022-04-17T13:43:22
3 0 0 68 4 341 0 0 952 2656 15183 30577 36 28 33 3 0 2022-04-17T13:43:23
2 0 0 46 4 345 0 0 748 2656 15650 30262 34 29 34 3 0 2022-04-17T13:43:24
0 2 0 38 4 352 0 0 152 7724 15418 29455 15 15 59 11 0 2022-04-17T13:43:25
3 1 0 33 4 348 0 0 628 4808 15022 30122 15 29 47 10 0 2022-04-17T13:43:26
12 0 0 38 4 356 0 0 2000 6928 15045 30335 18 48 20 14 0 2022-04-17T13:43:27
0 4 0 31 4 354 0 0 876 6292 15474 32043 15 58 24 3 0 2022-04-17T13:43:28
5 0 0 42 4 346 0 0 500 2716 16022 31737 20 48 25 7 0 2022-04-17T13:43:29
7 0 0 34 4 352 0 0 928 6684 15446 29551 41 20 24 15 0 2022-04-17T13:43:30
1 1 0 32 4 346 0 0 680 7480 15390 30388 41 12 40 7 0 2022-04-17T13:43:31
3 0 0 28 4 346 0 0 1440 5136 15801 31233 33 12 49 7 0 2022-04-17T13:43:32
1 0 0 38 4 355 0 0 156 6984 14490 29477 22 6 62 10 0 2022-04-17T13:43:33
3 1 0 29 4 363 0 0 2952 6024 14901 29373 17 10 61 12 0 2022-04-17T13:43:34
0 2 0 31 4 361 0 0 5208 6372 14570 28794 19 8 64 9 0 2022-04-17T13:43:35
